249,lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,psychic,flying,pressure,Null,multiscale,106,90,130,90,154,110,2,0,0,0,1,0
250,ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,fire,flying,pressure,Null,regenerator,106,130,90,110,154,90,2,0,0,0,1,0
251,celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,psychic,grass,natural-cure,Null,Null,100,100,100,100,100,100,2,0,0,0,0,1
252,treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,grass,Null,overgrow,Null,unburden,40,45,35,65,55,70,3,1,0,0,0,0
253,grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,grass,Null,overgrow,Null,unburden,50,65,45,85,65,95,3,1,0,0,0,0
254,sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,grass,Null,overgrow,Null,unburden,70,85,65,105,85,120,3,1,0,0,0,0
255,torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,fire,Null,blaze,Null,speed-boost,45,60,40,70,50,45,3,1,0,0,0,0
256,combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,fire,fighting,blaze,Null,speed-boost,60,85,60,85,60,55,3,1,0,0,0,0
257,blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,fire,fighting,blaze,Null,speed-boost,80,120,70,110,70,80,3,1,0,0,0,0
258,mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,water,Null,torrent,Null,damp,50,70,50,50,50,40,3,1,0,0,0,0
259,marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,water,ground,torrent,Null,damp,70,85,70,60,70,50,3,1,0,0,0,0
260,swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,water,ground,torrent,Null,damp,100,110,90,85,90,60,3,1,0,0,0,0
261,poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,dark,Null,run-away,quick-feet,rattled,35,55,35,30,30,35,3,0,0,0,0,0
262,mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,dark,Null,intimidate,quick-feet,moxie,70,90,70,60,60,70,3,0,0,0,0,0
263,zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,normal,Null,pickup,gluttony,quick-feet,38,30,41,30,41,60,3,0,0,0,0,0
264,linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,normal,Null,pickup,gluttony,quick-feet,78,70,61,50,61,100,3,0,0,0,0,0
265,wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,bug,Null,shield-dust,Null,run-away,45,45,35,20,30,20,3,0,0,0,0,0
266,silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,bug,Null,shed-skin,Null,Null,50,35,55,25,25,15,3,0,0,0,0,0
267,beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,bug,flying,swarm,Null,rivalry,60,70,50,100,50,65,3,0,0,0,0,0
268,cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,bug,Null,shed-skin,Null,Null,50,35,55,25,25,15,3,0,0,0,0,0
269,dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,bug,poison,shield-dust,Null,compound-eyes,60,50,70,50,90,65,3,0,0,0,0,0
270,lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,water,grass,swift-swim,rain-dish,own-tempo,40,30,30,40,50,30,3,0,0,0,0,0
271,lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,water,grass,swift-swim,rain-dish,own-tempo,60,50,50,60,70,50,3,0,0,0,0,0
272,ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,water,grass,swift-swim,rain-dish,own-tempo,80,70,70,90,100,70,3,0,0,0,0,0
273,seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,grass,Null,chlorophyll,early-bird,pickpocket,40,40,50,30,30,30,3,0,0,0,0,0
274,nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,grass,dark,chlorophyll,early-bird,pickpocket,70,70,40,60,40,60,3,0,0,0,0,0
275,shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,grass,dark,chlorophyll,wind-rider,pickpocket,90,100,60,90,60,80,3,0,0,0,0,0
276,taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,normal,flying,guts,Null,scrappy,40,55,30,30,30,85,3,0,0,0,0,0
277,swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,normal,flying,guts,Null,scrappy,60,85,60,75,50,125,3,0,0,0,0,0
278,wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,water,flying,keen-eye,hydration,rain-dish,40,30,30,55,30,85,3,0,0,0,0,0
279,pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,water,flying,keen-eye,drizzle,rain-dish,60,50,100,95,70,65,3,0,0,0,0,0
280,ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,psychic,fairy,synchronize,trace,telepathy,28,25,25,45,35,40,3,0,0,0,0,0
281,kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,psychic,fairy,synchronize,trace,telepathy,38,35,35,65,55,50,3,0,0,0,0,0
282,gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,psychic,fairy,synchronize,trace,telepathy,68,65,65,125,115,80,3,0,0,0,0,0
283,surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,bug,water,swift-swim,Null,rain-dish,40,30,32,50,52,65,3,0,0,0,0,0
284,masquerain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,bug,flying,intimidate,Null,unnerve,70,60,62,100,82,80,3,0,0,0,0,0
285,shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,grass,Null,effect-spore,poison-heal,quick-feet,60,40,60,40,60,35,3,0,0,0,0,0
286,breloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,grass,fighting,effect-spore,poison-heal,technician,60,130,80,60,60,70,3,0,0,0,0,0
287,slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,normal,Null,truant,Null,Null,60,60,60,35,35,30,3,0,0,0,0,0
288,vigoroth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,normal,Null,vital-spirit,Null,Null,80,80,80,55,55,90,3,0,0,0,0,0
289,slaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,normal,Null,truant,Null,Null,150,160,100,95,65,100,3,0,0,0,0,0
290,nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,bug,ground,compound-eyes,Null,run-away,31,45,90,30,30,40,3,0,0,0,0,0
291,ninjask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,bug,flying,speed-boost,Null,infiltrator,61,90,45,50,50,160,3,0,0,0,0,0
292,shedinja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,bug,ghost,wonder-guard,Null,Null,1,90,45,30,30,40,3,0,0,0,0,0
293,whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,normal,Null,soundproof,Null,rattled,64,51,23,51,23,28,3,0,0,0,0,0
294,loudred,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,normal,Null,soundproof,Null,scrappy,84,71,43,71,43,48,3,0,0,0,0,0
295,exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,normal,Null,soundproof,Null,scrappy,104,91,63,91,73,68,3,0,0,0,0,0
296,makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,fighting,Null,thick-fat,guts,sheer-force,72,60,30,20,30,25,3,0,0,0,0,0
297,hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,fighting,Null,thick-fat,guts,sheer-force,144,120,60,40,60,50,3,0,0,0,0,0
298,azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,normal,fairy,thick-fat,huge-power,sap-sipper,50,20,40,20,40,20,3,0,0,0,0,0
299,nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,rock,Null,sturdy,magnet-pull,sand-force,30,45,135,45,90,30,3,0,0,0,0,0
300,skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,normal,Null,cute-charm,normalize,wonder-skin,50,45,45,35,35,50,3,0,0,0,0,0
301,delcatty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,normal,Null,cute-charm,normalize,wonder-skin,70,65,65,55,55,90,3,0,0,0,0,0
302,sableye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,dark,ghost,keen-eye,stall,prankster,50,75,75,65,65,50,3,0,0,0,0,0
303,mawile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,steel,fairy,hyper-cutter,intimidate,sheer-force,50,85,85,55,55,50,3,0,0,0,0,0
304,aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,steel,rock,sturdy,rock-head,heavy-metal,50,70,100,40,40,30,3,0,0,0,0,0
305,lairon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,steel,rock,sturdy,rock-head,heavy-metal,60,90,140,50,50,40,3,0,0,0,0,0
306,aggron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,steel,rock,sturdy,rock-head,heavy-metal,70,110,180,60,60,50,3,0,0,0,0,0
307,meditite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,fighting,psychic,pure-power,Null,telepathy,30,40,55,40,55,60,3,0,0,0,0,0
308,medicham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,fighting,psychic,pure-power,Null,telepathy,60,60,75,60,75,80,3,0,0,0,0,0
309,electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,electric,Null,static,lightning-rod,minus,40,45,40,65,40,65,3,0,0,0,0,0
310,manectric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,electric,Null,static,lightning-rod,minus,70,75,60,105,60,105,3,0,0,0,0,0
311,plusle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,electric,Null,plus,Null,lightning-rod,60,50,40,85,75,95,3,0,0,0,0,0
312,minun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,electric,Null,minus,Null,volt-absorb,60,40,50,75,85,95,3,0,0,0,0,0
313,volbeat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,bug,Null,illuminate,swarm,prankster,65,73,75,47,85,85,3,0,0,0,0,0
314,illumise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,bug,Null,oblivious,tinted-lens,prankster,65,47,75,73,85,85,3,0,0,0,0,0
315,roselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,grass,poison,natural-cure,poison-point,leaf-guard,50,60,45,100,80,65,3,0,0,0,0,0
316,gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,poison,Null,liquid-ooze,sticky-hold,gluttony,70,43,53,43,53,40,3,0,0,0,0,0
317,swalot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,poison,Null,liquid-ooze,sticky-hold,gluttony,100,73,83,73,83,55,3,0,0,0,0,0
318,carvanha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,water,dark,rough-skin,Null,speed-boost,45,90,20,65,20,65,3,0,0,0,0,0
319,sharpedo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,water,dark,rough-skin,Null,speed-boost,70,120,40,95,40,95,3,0,0,0,0,0
320,wailmer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,water,Null,water-veil,oblivious,pressure,130,70,35,70,35,60,3,0,0,0,0,0
321,wailord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,water,Null,water-veil,oblivious,pressure,170,90,45,90,45,60,3,0,0,0,0,0
322,numel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,fire,ground,oblivious,simple,own-tempo,60,60,40,65,45,35,3,0,0,0,0,0
323,camerupt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,fire,ground,magma-armor,solid-rock,anger-point,70,100,70,105,75,40,3,0,0,0,0,0
324,torkoal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,fire,Null,white-smoke,drought,shell-armor,70,85,140,85,70,20,3,0,0,0,0,0
325,spoink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,psychic,Null,thick-fat,own-tempo,gluttony,60,25,35,70,80,60,3,0,0,0,0,0
326,grumpig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,psychic,Null,thick-fat,own-tempo,gluttony,80,45,65,90,110,80,3,0,0,0,0,0
327,spinda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,normal,Null,own-tempo,tangled-feet,contrary,60,60,60,60,60,60,3,0,0,0,0,0
328,trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,ground,Null,hyper-cutter,arena-trap,sheer-force,45,100,45,45,45,10,3,0,0,0,0,0
329,vibrava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,ground,dragon,levitate,Null,Null,50,70,50,50,50,70,3,0,0,0,0,0
330,flygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,ground,dragon,levitate,Null,Null,80,100,80,80,80,100,3,0,0,0,0,0
331,cacnea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,grass,Null,sand-veil,Null,water-absorb,50,85,40,85,40,35,3,0,0,0,0,0
332,cacturne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,grass,dark,sand-veil,Null,water-absorb,70,115,60,115,60,55,3,0,0,0,0,0
333,swablu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,normal,flying,natural-cure,Null,cloud-nine,45,40,60,40,75,50,3,0,0,0,0,0
334,altaria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,dragon,flying,natural-cure,Null,cloud-nine,75,70,90,70,105,80,3,0,0,0,0,0
335,zangoose,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,normal,Null,immunity,Null,toxic-boost,73,115,60,60,60,90,3,0,0,0,0,0
336,seviper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,poison,Null,shed-skin,Null,infiltrator,73,100,60,100,60,65,3,0,0,0,0,0
337,lunatone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,rock,psychic,levitate,Null,Null,90,55,65,95,85,70,3,0,0,0,0,0
338,solrock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,rock,psychic,levitate,Null,Null,90,95,85,55,65,70,3,0,0,0,0,0
339,barboach,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,water,ground,oblivious,anticipation,hydration,50,48,43,46,41,60,3,0,0,0,0,0
340,whiscash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,water,ground,oblivious,anticipation,hydration,110,78,73,76,71,60,3,0,0,0,0,0
341,corphish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,water,Null,hyper-cutter,shell-armor,adaptability,43,80,65,50,35,35,3,0,0,0,0,0
342,crawdaunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,water,dark,hyper-cutter,shell-armor,adaptability,63,120,85,90,55,55,3,0,0,0,0,0
343,baltoy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,ground,psychic,levitate,Null,Null,40,40,55,40,70,55,3,0,0,0,0,0
344,claydol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,ground,psychic,levitate,Null,Null,60,70,105,70,120,75,3,0,0,0,0,0
345,lileep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,rock,grass,suction-cups,Null,storm-drain,66,41,77,61,87,23,3,0,0,0,0,0
346,cradily,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,rock,grass,suction-cups,Null,storm-drain,86,81,97,81,107,43,3,0,0,0,0,0
347,anorith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,rock,bug,battle-armor,Null,swift-swim,45,95,50,40,50,75,3,0,0,0,0,0
348,armaldo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,rock,bug,battle-armor,Null,swift-swim,75,125,100,70,80,45,3,0,0,0,0,0
349,feebas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,water,Null,swift-swim,oblivious,adaptability,20,15,20,10,55,80,3,0,0,0,0,0
350,milotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,water,Null,marvel-scale,competitive,cute-charm,95,60,79,100,125,81,3,0,0,0,0,0
351,castform,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,normal,Null,forecast,Null,Null,70,70,70,70,70,70,3,0,0,0,0,0
352,kecleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,normal,Null,color-change,Null,protean,60,90,70,60,120,40,3,0,0,0,0,0
353,shuppet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,ghost,Null,insomnia,frisk,cursed-body,44,75,35,63,33,45,3,0,0,0,0,0
354,banette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,ghost,Null,insomnia,frisk,cursed-body,64,115,65,83,63,65,3,0,0,0,0,0
355,duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,ghost,Null,levitate,Null,frisk,20,40,90,30,90,25,3,0,0,0,0,0
356,dusclops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,ghost,Null,pressure,Null,frisk,40,70,130,60,130,25,3,0,0,0,0,0
357,tropius,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,grass,flying,chlorophyll,solar-power,harvest,99,68,83,72,87,51,3,0,0,0,0,0
358,chimecho,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,psychic,Null,levitate,Null,Null,75,50,80,95,90,65,3,0,0,0,0,0
359,absol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,dark,Null,pressure,super-luck,justified,65,130,60,75,60,75,3,0,0,0,0,0
360,wynaut,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,psychic,Null,shadow-tag,Null,telepathy,95,23,48,23,48,23,3,0,0,0,0,0
361,snorunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,ice,Null,inner-focus,ice-body,moody,50,50,50,50,50,50,3,0,0,0,0,0
362,glalie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,ice,Null,inner-focus,ice-body,moody,80,80,80,80,80,80,3,0,0,0,0,0
363,spheal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,ice,water,thick-fat,ice-body,oblivious,70,40,50,55,50,25,3,0,0,0,0,0
364,sealeo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,ice,water,thick-fat,ice-body,oblivious,90,60,70,75,70,45,3,0,0,0,0,0
365,walrein,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,ice,water,thick-fat,ice-body,oblivious,110,80,90,95,90,65,3,0,0,0,0,0
366,clamperl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,water,Null,shell-armor,Null,rattled,35,64,85,74,55,32,3,0,0,0,0,0
367,huntail,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,water,Null,swift-swim,Null,water-veil,55,104,105,94,75,52,3,0,0,0,0,0
368,gorebyss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png,water,Null,swift-swim,Null,hydration,55,84,105,114,75,52,3,0,0,0,0,0
369,relicanth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,water,rock,swift-swim,rock-head,sturdy,100,90,130,45,65,55,3,0,0,0,0,0
370,luvdisc,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png,water,Null,swift-swim,Null,hydration,43,30,55,40,65,97,3,0,0,0,0,0
371,bagon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png,dragon,Null,rock-head,Null,sheer-force,45,75,60,40,30,50,3,0,1,0,0,0
372,shelgon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png,dragon,Null,rock-head,Null,overcoat,65,95,100,60,50,50,3,0,1,0,0,0
373,salamence,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png,dragon,flying,intimidate,Null,moxie,95,135,80,110,80,100,3,0,1,0,0,0
374,beldum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png,steel,psychic,clear-body,Null,light-metal,40,55,80,35,60,30,3,0,1,0,0,0
375,metang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png,steel,psychic,clear-body,Null,light-metal,60,75,100,55,80,50,3,0,1,0,0,0
376,metagross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png,steel,psychic,clear-body,Null,light-metal,80,135,130,95,90,70,3,0,1,0,0,0
377,regirock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png,rock,Null,clear-body,Null,sturdy,80,100,200,50,100,50,3,0,0,1,0,0
378,regice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png,ice,Null,clear-body,Null,ice-body,80,50,100,100,200,50,3,0,0,1,0,0
379,registeel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png,steel,Null,clear-body,Null,light-metal,80,75,150,75,150,50,3,0,0,1,0,0
380,latias,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png,dragon,psychic,levitate,Null,Null,80,80,90,110,130,110,3,0,0,1,0,0
381,latios,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png,dragon,psychic,levitate,Null,Null,80,90,80,130,110,110,3,0,0,1,0,0
382,kyogre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png,water,Null,drizzle,Null,Null,100,100,90,150,140,90,3,0,0,0,1,0
383,groudon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png,ground,Null,drought,Null,Null,100,150,140,100,90,90,3,0,0,0,1,0
384,rayquaza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png,dragon,flying,air-lock,Null,Null,105,150,90,150,90,95,3,0,0,0,1,0
385,jirachi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png,steel,psychic,serene-grace,Null,Null,100,100,100,100,100,100,3,0,0,0,0,1
386,deoxys-normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png,psychic,Null,pressure,Null,Null,50,150,50,150,50,150,3,0,0,0,0,1
387,turtwig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png,grass,Null,overgrow,Null,shell-armor,55,68,64,45,55,31,4,1,0,0,0,0
388,grotle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png,grass,Null,overgrow,Null,shell-armor,75,89,85,55,65,36,4,1,0,0,0,0
389,torterra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,grass,ground,overgrow,Null,shell-armor,95,109,105,75,85,56,4,1,0,0,0,0
